Comments,stance
"లోకేష్ యువ గంగాళం సీక్రెట్ సెక్యూరిటీ కోసం అంటే అనుకోవచ్చు పాదయాత్ర కోసం,జనాలు కనపడటం కోసం 3000 మంది ఏంట్రా ఉంగ…",neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
బాబు అసలు రంగు ఇదీ శ్రీవారి వైభవాన్ని విస్తరింపజేసేందుకు దివంగత మహానేత వైఎస్ రాజశేఖరరెడ్డి SVBC ఛానల్‌ను ప్రవేశ…,neutral
CBN మాట్లాడింది ఏంటి అయ్యప్ప స్వామి మాల వేసుకోవడం వల్ల మధ్యం వినియోగం తగ్గి ఆధాయం పోయిందా CBN garu చెప్పుకుం…,neutral
వీడు మాట్లాడింది ఏంటి అయ్యప్ప స్వామి మాల వేసుకోవడం వల్ల మధ్యం వినియోగం తగ్గి ఆధాయం పోయిందా ఈడు చెప్పుకుంటాడు నేను…,against
"ఇది పాదయాత్ర కాదు పెయిడ్ యాత్ర,,,",against
రేపు ఏపీలో ఎమ్మెల్యే కోటా ఎమ్మెల్సీ ఎన్నికలు -,neutral
మనల్ని ఎవడ్రా ఆపేది - తెలుగు తమ్ముళ్లు,favour
"బీజేపీ పై జనసేన ఫైర్ బయటపడ్డ చీకటి రహస్యం పవన్ కు మోడీ ,చంద్రబాబు బిగ్ షాక్  99TV …",neutral
పులివెందుల పులి,favour
జగనన్న హయాంలో ప్రాజెక్టులకు మహర్ధశ,favour
జగన్ ఏమి సాదించాడు అనే వారికి సమాధానం  &amp; పూర్తి చేయడమే కాకుండా పూర్తి స్థాయిలో నీటి నిల్వ చేసి చూపించాడు 40 ఏ…,favour
పెయిడ్ ఆర్టిస్ట్స్ నీ పెట్టుకొని జనం వస్తున్నట్లు కలరింగ్ ఇస్తున్న యువగళం యాత్ర,against
జగనన్న హయాంలో ప్రాజెక్టులకు మహర్ధశ,favour
"ఇది పాదయాత్ర కాదు పెయిడ్ యాత్ర,,,",against
ఇవన్నీ గ్రాఫిక్స్ కాదురోయ్ కావలి నియోజకవర్గంలో నిర్మాణంలో ఉన్న అతిపెద్ద వైయస్ఆర్ జగనన్న లే అవుట్ ,favour
వీడు మాట్లాడింది ఏంటి అయ్యప్ప స్వామి మాల వేసుకోవడం వల్ల మధ్యం వినియోగం తగ్గి ఆధాయం పోయిందా ఈడు చెప్పుకుంటాడు నేను…,against
అన్నా క్యాంటీన్,neutral
ధర్మో రక్షతి రక్షితః ప్రజల్లో మార్పు వచ్చేవరకు ఆ ధర్మాన్ని పట్టుకునే ఉంట ,favour
పండగ పూట కూడా ఈ కామెడీ ఏందీ అబ్బా,neutral
కొంత మంది తెలుగు మహిళల ఉంటారు,neutral
విజనరీ తీసి గుద్దలొ పెట్టుకో ki వల్ల ఉమ్మడి రాజధాని హైదరాబాద్ రాత్రికి రాత్రే వదిలేసి వచ్చిన లంజాకొడ…,against
చంద్రబాబు పోయిండు జగన్ వంగిండు మోడీకి లొంగని ఏకైక పార్టీ కాబట్టే ఈడీ దాడి అసలు కుట్ర ఏంటో చె…,against
మాకు భక్తి ఛానల్ వద్దు పచ్చ చానల్స్ ముద్దు ఈ వీడియో బాగా వైరల్ చెయ్యండి బొల్లి గాడి అసలు రంగు అందరికి తెలియా…,neutral
బొల్లి గాడి ఈ వెధవ పని వల్ల మనం మన ఉమ్మడి రాజధానిగా ఉన్నా హైదరాబాద్ నుంచి రావలసి వచ్చింది వీడు మనకి మేలు చేస్తాడు అంట…,neutral
